Woman,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100
W27,0.18729503614529838,0.13889635393618793,0.02781061100355701,0.4233885841290054,0.18821887980184943,0.07946767772800406,0.014970569965630932,0.005104402727224055,0.5373236795916163,0.15331992470892833,0.08130757266354215,0.004834590874025688,0.0492437267601497,0.13769876781212415,0.1423748792508041,0.2237857788992423,0.10293877868295874,0.3154676022921672,0.07162170627241408,0.15014579262002362,0.07003700070742895,0.35886393033530367,0.07269757278530815,0.020232449013844925,0.0005059025918761774,0.4492870375550474,0.12409796036737064,0.4747537158629682,0.1647716960871823,0.015796298264356606,0.3323797868619368,0.43949091138916124,0.4279195464594952,0.11193002879185417,0.08443551673118392,0.37456941451311293,0.015861647321616663,0.0050152895164506705,0.4301605899757529,0.058727120852116246,0.24311077170680861,0.521124325939144,0.15876879669326846,0.28887609805277387,0.07378349193960394,0.1401519789069953,0.23520513254531825,0.04000106942217632,0.011077482576536056,0.3935377709453342,0.07277781878038811,0.0967510267330988,0.12983940471369002,0.14612713166577534,0.009072920082876239,0.025720093423510938,0.14677038576089765,0.21563494882035236,0.4357620530160035,0.03963554888120553,0.0035782475079615054,0.08901476077524932,0.05723120747548948,0.23869783618453966,0.040214793897808084,0.01658590314419575,0.02902512452300963,0.5178601644756125,0.19221787266654125,0.2819449471860903,0.6505302866158694,0.11417010012095374,0.14314852777648968,0.29937751944139257,0.12347007697871502,0.21175676177302288,0.9651714378463172,0.18326202566986924,0.27551442613191895,0.026444894416277197,0.27172527339379243,0.09505168941270992,0.12418959009397207,0.38959991702698266,0.049751536459741695,0.3732560906981864,0.28176257889572337,0.0501097282905898,0.029113935637924346,0.00455765927626225,0.01863192291154115,0.013228830175741467,0.08342457759853926,0.803117097591744,0.20747760085113215,0.010420610657047297,0.0016492441054355223,0.04100391077858792,0.19200022962830068,0.10755440976085236
W28,0.019452312692283386,0.060106934407504545,0.032093198015193405,0.031980218039740216,0.03258043725957359,0.043232354346745605,0.0011307864917165223,0.00589043539723534,0.05580600771648794,0.04246315942698713,0.012282966520749719,0.0016737224747350053,0.0046494673507751355,0.014301283920549884,0.017923564988528595,0.05634475650080535,0.033600723337669385,0.032764212925064096,0.04959048762990389,0.05198007321471222,0.00727398689164235,0.06211886809294708,0.025167705934160414,0.001910296342400722,0.00012737609374733168,0.15554197489659136,0.04296238311530362,0.07172006009424411,0.04481991015225716,0.009114393927559025,0.10849362508737753,0.03319649064611293,0.08888676385862823,0.008454518756857219,0.029231350842552222,0.09725619971078832,0.02288025010825443,0.007234499429659618,0.044676134916966384,0.02541396588870476,0.052602688244258476,0.18041185266400708,0.05496533424158866,0.04714669230451821,0.025543648251028415,0.010586234518739643,0.024428216995308456,0.013848263617306443,0.0013945436155213865,0.04087251821620155,0.01187787238806481,0.016747473790065977,0.03596004467605545,0.018395935819443425,0.0014807669251081625,0.002671268337089005,0.015243454907012002,0.043991501246826964,0.10971611730758145,0.004989716865549349,0.000450465363633496,0.009245001877602714,0.019813291487100888,0.03756207030681806,0.04640751487040232,0.011962490544513118,0.004384765417263256,0.10756908519926937,0.06654531519020779,0.029282576770579456,0.06756355540162715,0.13175128119722304,0.09911527755201151,0.031093109785869273,0.04274501155967691,0.039987069011449654,0.1002419337802542,0.0793060310379776,0.020810696724189368,0.004577575981073825,0.020524486997962457,0.007897593966992059,0.1791421045101175,0.06743922642827226,0.057412831057842874,0.05638702417896055,0.03901818152768569,0.057826181248292204,0.00806333353533294,0.0015778494937075565,0.0015480772923534448,0.002159041852366989,0.01732881984559934,0.06066261787682374,0.0326491783705785,0.004251799712616226,0.000570963913497222,0.008517266773186758,0.031335841939503846,0.008124010906821194
W29,0.11945072365466287,0.4060082015819517,0.21678200256932895,0.12273798262160711,0.20006653549144537,0.24134246534566894,0.004339884505996257,0.03978850536532429,0.3426876850821226,0.04889124755808338,0.023570610580142988,0.010277819607715824,0.017844351223310292,0.08781982587490225,0.0687894687067349,0.21624748573073546,0.09378718242673416,0.20119504584289913,0.1674860388128153,0.35111316609367027,0.044667336568463195,0.38145303664867586,0.1700019328052122,0.007331592266955165,0.0004888611066172454,0.28654075873626567,0.2902007909114295,0.13762844703762156,0.25020491657612876,0.061565586791524664,0.3028301297549792,0.12740595723762144,0.2729132631732321,0.032447889347211656,0.17950081652405994,0.298610340557722,0.04636521204966563,0.048867341709162765,0.27434252833299266,0.17166536086474934,0.32301707649650835,0.3323562606282226,0.3375253654894587,0.2631940620768585,0.17254133471407201,0.04062927484655382,0.15000623544573546,0.08503796626218123,0.005352167075103767,0.2509856774228406,0.06630763113673917,0.10284113232481945,0.041403688990212045,0.07060239702272487,0.008266307623258815,0.01640344472087623,0.09360541075211701,0.24558036511295167,0.12632498204991158,0.01915020657987705,0.0017288565670371232,0.05677073888013526,0.13383412285775234,0.14416076609674267,0.09404155363179159,0.0808038094155818,0.00841422126820892,0.330274483892602,0.12259034976007595,0.17981537933566646,0.41488720200389295,0.2669846728782289,0.33475019134534234,0.19093331077642628,0.2624840883549967,0.07673387616240561,0.6155551640573905,0.14609824982029296,0.07987009124525156,0.028109498966690058,0.0787716370583501,0.030310448473760767,0.3630188316708323,0.4141237356709478,0.3878101672510663,0.10820485315580448,0.14974922560942924,0.11718067516369528,0.030946546083647518,0.00968909285096358,0.005941419272678766,0.012052743629354375,0.05320550063590271,0.23281915493804645,0.12530540856469927,0.011867730086692025,0.003856726914661234,0.02615096969987963,0.17493077723007144,0.031179421861980097
W30,0.02892522514267132,0.07865254077141358,0.052494183704781754,0.029721241297383127,0.04844650082936855,0.05844154755221795,0.0010509114770376057,0.009634863988850056,0.08298248969406145,0.03946370240535687,0.011415338424435782,0.002488794015082027,0.0034568354941163504,0.021265741702541627,0.016657503687792674,0.0523647494123319,0.045421497403949386,0.04871977180666298,0.08111414033657481,0.08502273631407266,0.010816282457204176,0.09236959499983653,0.04116629879360377,0.0014202874657439075,0.00011837866812159143,0.2312880074565322,0.07027268614932924,0.06665399245480452,0.06058760736093128,0.014908226626854827,0.14666181024521924,0.03085160043291121,0.13217295534397872,0.0078573195377703,0.04346647196765719,0.11569451993319521,0.029939803489211676,0.009466657499022754,0.06643257701127984,0.03325528090773998,0.06257537084229636,0.26826905053726496,0.08173242396061374,0.0637329542163068,0.04178121990662988,0.009838457954575702,0.03632430177331191,0.020592108984786896,0.0012960376706979107,0.06077667011905247,0.01605652189142275,0.024903180285643547,0.03341994615401326,0.017096507806839606,0.0020017024743408307,0.003972126054576537,0.022666732337301487,0.04757421058107931,0.10196613396001442,0.004637259782979861,0.00041864598146352486,0.01374714487600022,0.032408193244807565,0.02792704799775726,0.07590781728065842,0.015653439732945282,0.004075040102508341,0.15995321774846635,0.0989516390424033,0.04354264396451789,0.10046574319189654,0.2155028599902435,0.16212082028417849,0.04623487269453788,0.06356103269819526,0.02973001185639348,0.14905788063343361,0.094341267868069,0.019340697994544295,0.006806769866123433,0.01907470517597509,0.007339734071545278,0.23441524372768002,0.10028086833393306,0.09390898654397752,0.05240403144161542,0.03626206634139833,0.09458509494618728,0.00749376634540477,0.002346232685476314,0.0014387262368211796,0.0029185953203085826,0.0257676309968835,0.05637761135360514,0.024274358787858923,0.0045980702895690945,0.0009339139262386678,0.012665016387092711,0.042359828060905845,0.007550157668223529
W31,0.13149855378711828,0.36938701756524467,0.05916860084025351,0.24566793913280519,0.1321471780500038,0.07245936199247506,0.008686557004520958,0.01085989687376494,0.37725125148034605,0.09785896568184012,0.047178087839177506,0.0033943329261197667,0.03571661271073277,0.09667735567490135,0.08261191841480935,0.12984996093483503,0.09386052846770562,0.2214876289402993,0.15237910987961883,0.3194434120933695,0.049172495407030455,0.2519558917132476,0.15466807491712492,0.014674651842190292,0.00029354605156358245,0.31544133197397883,0.2640252197669233,0.2754721580687669,0.15024035323845744,0.03360749127869802,0.30306695733130345,0.25501118952152885,0.3004393637694158,0.06494653028243179,0.05928159425327851,0.3287282548638331,0.04218315622954023,0.013337879535405724,0.30201278497387996,0.15618146486208823,0.2133579962092211,0.3658777969487822,0.11147047770924012,0.26339989236156314,0.1569784275007879,0.08132209774691264,0.16513590220844315,0.02808447509988293,0.006427623269426586,0.27630015618658305,0.06635948686056238,0.06792822893048511,0.08287213729167472,0.08478913374948452,0.008272772269300314,0.01805790029500556,0.10304647610288516,0.2457724206482103,0.2528475483980057,0.022998219543577565,0.0020762503382003136,0.062496649930278605,0.12176253410217631,0.17312820801354026,0.08555918054832144,0.0441092737313694,0.016841603179523056,0.3635860516862486,0.13495484337384098,0.19795160387376348,0.4567328298991535,0.2429031523645591,0.30455634720840014,0.2101908926853652,0.0866874899241304,0.15358777141226604,0.6776402132460371,0.16083375616659726,0.1598651069169181,0.01856677807571883,0.15766648045619303,0.06066830537451757,0.330275208797332,0.27353541609551923,0.10584912361685506,0.21657894900314795,0.17983960395838686,0.10661119639048025,0.018582448653453,0.0031999011603168685,0.011892131490728677,0.012062169448588766,0.05857182085700739,0.4660024611990174,0.15048408403055152,0.01187701121652932,0.003508857326082277,0.028788563103281664,0.1750675814246522,0.062407611308062466
W32,0.03648914814337647,0.10250012048040177,0.016418521567860916,0.06816967614417266,0.036669132988351526,0.020106535912161272,0.0024104072346451916,0.003013480942840747,0.10468234369197302,0.027154597469588718,0.013091309270761079,0.0009418834916590375,0.009910898141825804,0.026826715973183177,0.022923739027020437,0.03603168494638603,0.02604508285025124,0.06145995276428271,0.04228323243276561,0.08864141583009923,0.01364473157926396,0.06991450166976537,0.04291839062989516,0.004072026114363311,8.145523318642056e-05,0.08753089035166302,0.07326358412472939,0.07643996147227235,0.04168975512313444,0.009325644219486276,0.08409716141309839,0.07076230730060896,0.08336803817957966,0.01802182226817837,0.016449875778750338,0.09121783962779266,0.01170528034328596,0.0037010890863014585,0.0838046422164162,0.043338336768541375,0.05920408481340177,0.10152635714039436,0.030931616033817243,0.07309006385644386,0.04355948359450059,0.022565830471573775,0.04582307733383066,0.0077930786532268625,0.0017835823355716333,0.07666972024233717,0.018413899446327656,0.018849205083839273,0.022995946400213414,0.023527888126755825,0.0022955873216644225,0.005010833808024189,0.028594064526810185,0.06819866841354798,0.07016192486892725,0.0063817085115479445,0.00057613261888777,0.017342012152182843,0.033787528586511975,0.04804083883865662,0.02374156615522739,0.012239753041590876,0.004673327087569669,0.10089042746677339,0.03744822380713246,0.05492901017498727,0.12673745385149912,0.06740248357006497,0.08451044784327928,0.05832525454235197,0.02405465741577543,0.0426186203777263,0.1880363959673152,0.04462928744235024,0.044360499802086666,0.005152040811390777,0.04375040939176001,0.016834670182017116,0.09164709933920971,0.0759025406205439,0.02937176296824302,0.06009785756052023,0.04990316442192363,0.029583228307838,0.005156389194060904,0.0008879311910303497,0.003299912700243094,0.0033470960346271236,0.01625292284003823,0.12930965666281513,0.04175738726602646,0.003295717019687383,0.0009736625316249713,0.007988453968940087,0.04857898988036276,0.01731730508596076
W33,0.08902877398032205,0.2500869580004687,0.04005905646283126,0.16632514044735133,0.08946791358479311,0.04905733162685432,0.005881080041949771,0.007352501425903423,0.25541129871443125,0.06625368482562048,0.03194109135114588,0.002298073174117943,0.024181301989938866,0.06545369663403214,0.055930940689580065,0.08791262329877839,0.06354661350993153,0.1499542883816492,0.10316558579615492,0.21627352176666642,0.033291369779838514,0.1432891216814214,0.10471528915869452,0.009736509641992226,0.000198740171087952,0.21356398408629623,0.17875361316739383,0.18650356062682635,0.10171757837614084,0.022753358564997037,0.20518613222798557,0.172650823149884,0.20340716640215492,0.04397090157114095,0.04013555665800264,0.2225596606225555,0.028559361100017243,0.009030175833391739,0.1840251811021591,0.10573990309910601,0.14445026408545888,0.2477111021441685,0.07546911870620619,0.1783302462889593,0.10627947258172114,0.05505769038065862,0.111802346796549,0.01901409798066079,0.004351708842447328,0.18706414213258596,0.04492751887388364,0.04598960799315009,0.05610711728549433,0.05740498588897507,0.005600934393138272,0.012225782547585174,0.06976579716066145,0.16639587781253315,0.17118596813047052,0.015570538463941408,0.0014056886312639482,0.04231225333609059,0.08243717376088625,0.11721339632227629,0.057926332477462344,0.02986340494530166,0.011402310061625278,0.24615951647936438,0.09136879381753657,0.1340196381843854,0.309222897981924,0.16445329038356699,0.2061944973462156,0.14230603256596924,0.05869023441786995,0.10398388874557717,0.4587843413299091,0.10888965478162468,0.10823384791050503,0.012570309263795857,0.10674530668627277,0.041074404937571196,0.22360699846876786,0.18519232367076363,0.07166328017383342,0.14663095330243714,0.12175722844406141,0.07217922808934787,0.012580918751756426,0.0021664365801498894,0.00805135764722052,0.008166478844240746,0.03965501711247907,0.31549873818023155,0.10086376608533572,0.008041120732551527,0.002375609896962823,0.019490788331326708,0.11852641484688188,0.04225197130906821
W34,0.1894799578555877,0.5322601238183368,0.08525769805601917,0.3539898304030854,0.19041457876552279,0.10440872892643108,0.012516703855096144,0.015648330287253598,0.5435919192479065,0.1410077309534859,0.06798023124989128,0.0048909896060926215,0.051465069966700666,0.13930511592184872,0.1190378324992707,0.1871044541319699,0.13524627051910781,0.3191477426062242,0.21956733733212014,0.46029498057206913,0.07085402910561082,0.33400629238047413,0.22286557131529916,0.02114511781707537,0.00042297874673957416,0.45452827097323606,0.38044135143294355,0.39693556619457626,0.21648554284419994,0.048425977683592906,0.43669768715115703,0.36745278219155597,0.4329115138205051,0.09358327879943071,0.08542051343703543,0.4736737711836472,0.06078289406534858,0.019218925071548237,0.4264751265942764,0.2250462573740595,0.3074335265718802,0.5272035893138606,0.16062094076473502,0.3795402996190551,0.22619462321417175,0.11717929368834214,0.2379489575342041,0.04046770861782217,0.009261742818664,0.3981286519278407,0.09561924760034526,0.09787969208992081,0.11941278918435715,0.12217504319836815,0.011920469813482116,0.026020135494396912,0.1484825603538631,0.3541403807518573,0.36433513095439113,0.0331387801946877,0.0029917274011752953,0.09005317742182384,0.17545105376155126,0.24946529534557182,0.12328462524918417,0.06355829084775225,0.024267538834249657,0.5239013492263872,0.19446022255332066,0.28523402333509923,0.6581191569654556,0.3500059715298156,0.438843790838348,0.3028699581907709,0.12491043790505908,0.22130893166659787,0.9764308074062537,0.23174987452362422,0.23035412062580432,0.026753391774913062,0.22718605803408343,0.08741866442229734,0.4759028205357672,0.39414486031303314,0.15252097383855276,0.3120746878780047,0.2591359341789114,0.15361906589257754,0.026775971950307616,0.004610827416250122,0.017135706125895923,0.01738071859303939,0.08439778102409808,0.6714760289419983,0.21683674138505127,0.017113918898313964,0.005056011029168216,0.04148224878855739,0.25225979293980877,0.0899248791713933
W35,0.03098821891610199,0.09575246250973639,0.025562797121987956,0.05094561316574309,0.025950891756497885,0.03443533121094888,0.001801382689400377,0.004691835477050888,0.08890093488154852,0.03382265391803026,0.016305998396578675,0.0013331494119067685,0.0074067651691741435,0.022782448746422452,0.014276435003068728,0.04487959033051257,0.044605945961210584,0.052194544617742526,0.0658328271442208,0.08280608653239951,0.011587717191102288,0.04304653150887408,0.04009304155455123,0.0030431693233280927,0.00010145730073746084,0.12389192084729507,0.06844058874617011,0.09521048379670173,0.03569984735411772,0.007259775194412524,0.1440284701358777,0.052883178245235515,0.11799978665637467,0.013468346011716746,0.023283285474886666,0.12911045828077805,0.018224521948257025,0.005762406137025542,0.06618870979818037,0.04048534233145148,0.04189896709647235,0.14370121624740187,0.043780856220524,0.07510634058859635,0.040691930899958144,0.016864244265106562,0.038915009642064506,0.011030385727636823,0.0011107785364506298,0.06511136039050304,0.01892186886163352,0.01333965766199406,0.028642808551408522,0.014652686684540424,0.002358913840469867,0.004255424500049461,0.02428336029595094,0.07008001015865982,0.08739081865316668,0.003974397312159887,0.0003588035912031622,0.01472761345115402,0.03156327084410811,0.02991885016508697,0.03696440245706017,0.009528334281872447,0.005820904725457498,0.14280111631157166,0.05300451487635186,0.04664817565647323,0.1076311222555226,0.10494221455313271,0.1315784386539957,0.04953241848765534,0.03404715410286499,0.05308400719672244,0.15968892941908006,0.06316864966259064,0.0331521724993455,0.0036461198431916382,0.032696230329767095,0.012581145215536254,0.14268983949278452,0.053716530912051676,0.04573033051538855,0.07485542880026129,0.03107866838290583,0.0460595712178511,0.006422587091291336,0.0012567848949669288,0.002466141625079121,0.003439429677516718,0.023004516713418237,0.09663768583858783,0.02600564526139094,0.005644388851778957,0.0009095656143582868,0.011306921508920558,0.04991909935351396,0.012941835371443649
W36,0.2198743091510498,0.49411168690423213,0.09893382747194447,0.4107730985759265,0.2209588519661096,0.12115686219190952,0.014524499815885874,0.01815846831620915,0.6307891296652093,0.1636266852665469,0.07888489395480235,0.005675549925571547,0.04777643749726031,0.1616509549145445,0.1381326103289699,0.21711775248918752,0.15694103287857522,0.3703420151493942,0.254787984726226,0.5341305856533631,0.08221967577192565,0.4212869726055796,0.258615286181627,0.01962959343907157,0.0004908284801067056,0.5274388420860326,0.44146769012141956,0.46060773066579797,0.2512118416784563,0.05619395586027755,0.5067480664282319,0.42639563331324115,0.5023545556061656,0.10859490896550313,0.09912275995760292,0.4397243671812674,0.05642642944223497,0.01784145582701941,0.5049854202839263,0.2089166196875064,0.28539898374426287,0.6117719588616665,0.18638603673721654,0.44042210119829445,0.2624783490336384,0.13597594457018408,0.27611818813534084,0.04695910626099627,0.010747412691217201,0.4619921984708807,0.11095746613841195,0.11358050699267751,0.13856771356114278,0.1417730588646987,0.013832624276774041,0.030194007749398056,0.17230054697218708,0.3287582388830814,0.42277788175944375,0.03845454940922439,0.003471628360837137,0.1044985464244789,0.20359503808337565,0.23158548309610655,0.14306062821836893,0.059002906477832136,0.028160278249816838,0.6079400086855032,0.22565345472505285,0.3309882192130217,0.7636876037682929,0.40615019160767035,0.5092384251496925,0.35145312239597004,0.14494723637769721,0.2054471576196422,1.0,0.2151397715448529,0.26730506859885655,0.031044885171653103,0.26362881923937126,0.10144143298474598,0.44179365489658146,0.457369369549971,0.1769867596200132,0.36213437651808245,0.30070375330791127,0.17826099587431393,0.03107108741764036,0.005350447109215562,0.019884433102514913,0.020168747853036562,0.09793597173321258,0.7791870425031255,0.20129550059089604,0.015887320800448072,0.005867042322997154,0.04813638813117912,0.2927246149247108,0.10434966793887039
W37,0.023460622518930312,0.06590224099742625,0.03518751523137622,0.0438295526377332,0.039293905672807966,0.043091519278100524,0.0015497663586639375,0.00645837118387303,0.06730529690921559,0.03491798484219541,0.008417030287281425,0.00201860682595261,0.0063721915133595555,0.017248181689427922,0.02456461785671201,0.07722165833402082,0.01674563228560668,0.039515549833296304,0.027185917059161936,0.05699181543406293,0.008772852018781559,0.07491897434951152,0.027594290711627313,0.0026181007893341366,0.00017457158042981447,0.1125556107375997,0.04710467026471735,0.04914691552721503,0.04467390341220475,0.009993172852356931,0.05407009643179046,0.045496479490971097,0.053601308153035605,0.011587093446952192,0.03525471231539375,0.0586483217994341,0.02508628615947697,0.007932025308042406,0.05388202181777273,0.027864294215089472,0.06344190698050407,0.13055232373383077,0.06629139571565143,0.04699310576620851,0.028006480110597427,0.014508654146695013,0.029461853035335776,0.016701812807951848,0.0019112509716524093,0.04929463845441861,0.011839178659758604,0.02019842920221412,0.04928398765217466,0.025212011885495166,0.0014759431324950579,0.003221705259142606,0.018384494795809583,0.04384819315751483,0.15036821615051799,0.006838510535926191,0.0006173721311817024,0.011150010935372203,0.021723621798488368,0.051479597032425085,0.05088196992956357,0.01311587327760152,0.00300470600952809,0.06486729219523148,0.04815451647659418,0.035316493769333955,0.08148558448493387,0.1444542925166219,0.05433581808943431,0.03750010207862385,0.05155297452969214,0.02740155404644389,0.12089761285397563,0.09564769429162222,0.02852149182870829,0.005520823351060832,0.028129235458051106,0.010823816462338744,0.11784862689058935,0.08133563649889303,0.06294838134759508,0.03863979353214195,0.05347522768516501,0.03804095121620447,0.011050965981010723,0.0019029784246807244,0.0021216720626535154,0.002152008490152965,0.010449783209001882,0.08313937697582188,0.04474637665677513,0.0021189744584962254,0.0006260143159693336,0.00513615999854942,0.03123376132147399,0.011134125578117248
W38,0.5199997654264902,1.0,0.4679543260582915,0.9714728188469417,0.8709411575103596,0.5730686787633893,0.03435024549416166,0.08588906363268069,1.0,0.3869748961788257,0.18656170659761193,0.026845197525428563,0.14123828511054876,0.38230232063530706,0.43557567197459107,1.0,0.3711634187629717,0.7006830829806899,0.6025701356501254,1.0,0.19444842046312932,1.0,0.6116216517945502,0.05802965352765642,0.002321605425441392,1.0,1.0,1.0,0.9901876762344045,0.22149657516116525,1.0,1.0,1.0,0.25682549001111016,0.4688479716015399,1.0,0.16680967746474717,0.10548700392440648,1.0,0.6176062226792896,1.0,1.0,0.7052807270214947,1.0,0.6207577431579742,0.3215812686491097,0.5224126224286688,0.22211530155240142,0.03388998074977659,1.0,0.26241290575086934,0.44769393645287653,0.32771076723646997,0.5588189424985953,0.032713969207806975,0.07140841969029854,0.32599076937848953,0.9718859820486451,0.9998639686066727,0.151574148199983,0.013683923482264658,0.2471376480405818,0.3851996077363355,1.0,0.3383364495949934,0.29071057352434354,0.06659867694769984,1.0,0.5336673664957112,0.7827826589393115,1.0,0.960539706432111,1.0,0.8311818780008633,0.6855965047179838,0.6073496841345448,1.0,0.6360033100796331,0.632172869606279,0.12236788879733518,0.623478589624399,0.2399076161297086,1.0,1.0,0.8371425824267298,0.856442899442634,1.0,0.3372678741677108,0.14696540247109463,0.02530747000376102,0.04702641517724182,0.047698815714391364,0.23161724771173778,1.0,0.9917940304624686,0.046966623348279384,0.01110038055281819,0.09107352517295081,0.6922897526460858,0.24678555243699637
W39,0.13311582547313597,0.45245533261643944,0.12079087650888935,0.13677914518808243,0.11147702251887776,0.1344759601000389,0.00483636507840623,0.022170145035536954,0.3818909813478061,0.09080730220774537,0.04377846066679571,0.00572679846252094,0.019885735895504457,0.09590904174913774,0.038329474408328616,0.12049304386283369,0.17419398037899567,0.2242116563974242,0.3110772602802797,0.39128033308671145,0.04977725707369765,0.16153460635214376,0.18945006714918328,0.007353290412226731,0.000272393283849834,0.5322014588089345,0.32339961327328376,0.2556217852219992,0.1366258333506755,0.034304329248707265,0.5624562367242069,0.14198113371763565,0.5068906686423109,0.03615991132713783,0.10001780915861959,0.5546186851781334,0.08611561440559068,0.025050560703053355,0.2506962823109404,0.19130379052971813,0.17998503258993576,0.6172960786825609,0.18806904751429407,0.2933033284442657,0.1922799753403065,0.04527724315182756,0.16716687221758142,0.047383133099608704,0.0029822261283754307,0.27969831081698476,0.07389319029538328,0.05730305268634491,0.07690041646376583,0.03933963760333914,0.009211968996238218,0.018279990424630264,0.10431382196598024,0.2736746335377146,0.2158572931309447,0.010670490219177096,0.0009633184379490991,0.0632652824322514,0.14914467820377536,0.080326342079295,0.17466643228080397,0.04502386198523982,0.01562800647779255,0.613429527129832,0.22769103867090648,0.20038616695394074,0.4623500861548111,0.49587930531097674,0.6217424039647219,0.21277598407693393,0.14625606704549668,0.1425203207173884,0.6859743606463499,0.27135302505203873,0.08900718891803314,0.015662605650698977,0.08778307213280093,0.03377794830871346,0.6742466678820868,0.23074963983152502,0.20960509443649097,0.20097238854849622,0.08344023029358978,0.21764347432238978,0.017243407580253594,0.005398760063901588,0.0066211146049742625,0.01343157134883509,0.09882030458762561,0.2594535474321188,0.06353632892363606,0.022042320585538393,0.004297934505225998,0.048571045476828785,0.19494276886056539,0.03474633180902127
W40,0.02362042192387362,0.06635112673723649,0.0354271910537407,0.044128092730810003,0.039561551714141545,0.04338503233953729,0.0015603224187904674,0.006502361656472515,0.06776373940736098,0.05859304131412601,0.01694872389436283,0.002032356340456816,0.006415594982777214,0.017365665748859872,0.0247319370023568,0.07774764501832788,0.03371938657202388,0.039784705579026115,0.05474218178197916,0.05738000880726322,0.008832607318587682,0.07542927655953831,0.027782246134889953,0.0026359336898839673,0.0001757606552146028,0.18887045114113793,0.047425518455010626,0.09896334848515559,0.04497819470609538,0.010061240230961813,0.10887677768591934,0.04580637366977246,0.107932814930607,0.011666017637320603,0.03549484584317638,0.11809559656074387,0.02525715859038912,0.007986053410800449,0.054249033179754894,0.028054088737001385,0.06387403443048,0.21906927712929697,0.06674293213927676,0.04731319404740474,0.028197243115825395,0.014607478220834533,0.029662529150378113,0.01681557533688865,0.00192426924376863,0.049630403367969186,0.011919819900344627,0.020336008542434055,0.04961968001897763,0.025383740683120836,0.001485996353977674,0.0032436495439926044,0.018509718724807337,0.044146860218406164,0.15139243242797826,0.006885090285182963,0.0006215772923666544,0.011225957987124394,0.021871589817402223,0.05183024454682351,0.051228546773827884,0.01320521058070937,0.006050344456544974,0.1306182569941816,0.08080419262812895,0.035557048114576495,0.08204061442506626,0.1454382267650433,0.10941184086787832,0.03775552982750996,0.05190412184670195,0.05517639333095938,0.12172109341496855,0.09629918785790194,0.028715762778622138,0.005558427821512745,0.028320834597591407,0.010897541676940431,0.19775223270814543,0.08188964508509829,0.06337714720295008,0.07780596832365468,0.053839468214434937,0.06383343816411312,0.011126238399139836,0.0019159403492689808,0.0021361235944840668,0.002166666655164652,0.021041921475908786,0.08370567153843946,0.045051161594061084,0.0042668152317958665,0.000630278342428869,0.010342288755242367,0.03144650659152322,0.011209964428536138
W41,0.03228117906890707,0.099747662069067,0.026629385626556593,0.05307128059961099,0.0270336732181157,0.0358721195344387,0.0018765440287356067,0.004887598787351753,0.09261025959815021,0.035233878741777906,0.01698635392896859,0.0013887740695225472,0.007715806881150384,0.023733029303898184,0.011897686822141405,0.046752157518987446,0.046467095543965525,0.04349785822249767,0.06857965239656703,0.08626110828069657,0.012071205985041472,0.05154323643125789,0.041765893591486365,0.0031701432770088406,0.00010569053038579454,0.12906121816456673,0.07129622089214467,0.09918306970141995,0.03718939666364946,0.0075626838601255035,0.15003794984361274,0.05508968912635134,0.12292323910129448,0.014030302630278399,0.024254763068578603,0.13449749515177117,0.01898492643445271,0.006002838203793407,0.07414019783536355,0.04217456282356694,0.043647170019851085,0.14969704153250632,0.03648606364299141,0.07824009622221238,0.04238977114488442,0.017567892186950314,0.03243096734600583,0.011490620284986408,0.0009256999490843092,0.06782808298458885,0.01971136962387264,0.013896244855847178,0.029837908218855118,0.015264059027879718,0.0024573377482099506,0.0044329788902107954,0.020237252208155934,0.07300404593137214,0.09103713490469047,0.00414022605404244,0.0003737744014767397,0.015342112057537735,0.02630417968525788,0.031167191710173393,0.03850671437820109,0.009925896871139754,0.006063777601877659,0.1487593856030993,0.05521608843724072,0.04859453573893447,0.11212194996830126,0.10932084961220728,0.13706845015186608,0.05159912143531413,0.03546774602815774,0.055298897514956126,0.13308146401975468,0.06580431411111415,0.034535421989631665,0.0037982514543165704,0.034060455975577254,0.01310608404743182,0.1486434658426506,0.055957812807091986,0.04763839419891571,0.07797871532801925,0.03237540247175855,0.0383850977778638,0.006690564712381556,0.0013092233004861045,0.0025690395315717206,0.003582937296765321,0.023964362889977053,0.1006698206762459,0.027090711271864066,0.005879896735986372,0.0007580132450081131,0.009422955451186155,0.052001936269787115,0.0134818237291077
